rpm,temperature,humidity,current,vibration,status
1519.4,35.6,61.1,0.73,0.121,0
1365.0,44.3,60.6,1.01,0.293,1
1393.0,44.5,60.2,0.92,0.314,1
1514.6,35.8,59.2,0.73,0.107,0
1381.1,45.3,57.3,0.96,0.3,1
1486.5,36.2,59.2,0.71,0.14,0
1509.5,35.2,58.3,0.69,0.111,0
1499.9,35.1,61.3,0.7,0.093,0
1552.7,35.8,59.0,0.75,0.123,0
890.0,56.2,63.1,1.15,0.574,2
1448.7,43.2,59.5,0.93,0.323,1
1401.8,42.8,59.6,0.92,0.281,1
1499.7,35.9,59.7,0.7,0.09,0
1521.3,36.3,59.8,0.79,0.083,0
1521.0,35.3,59.4,0.72,0.095,0
1520.9,35.1,62.9,0.72,0.1,0
1496.1,35.3,63.3,0.75,0.079,0
1528.6,36.2,66.0,0.75,0.074,0
1431.8,44.0,61.8,0.9,0.267,1
1479.0,35.1,55.8,0.69,0.115,0
1535.7,35.0,61.7,0.72,0.096,0
1494.7,35.5,62.1,0.71,0.098,0
988.9,59.0,60.8,1.47,0.586,2
1483.0,35.7,62.4,0.79,0.105,0
1476.7,36.4,57.5,0.71,0.101,0
1499.2,36.2,64.0,0.79,0.124,0
1489.0,35.9,61.4,0.69,0.146,0
1391.7,46.7,61.3,1.02,0.265,1
1467.0,35.6,58.9,0.75,0.111,0
1515.0,35.6,60.9,0.66,0.107,0
1099.7,58.4,60.7,1.39,0.601,2
1478.4,34.4,56.5,0.68,0.092,0
1487.9,34.5,58.1,0.72,0.109,0
1462.0,35.6,59.2,0.72,0.072,0
1423.4,44.4,60.0,1.05,0.368,1
1410.6,44.3,61.5,0.97,0.283,1
1372.5,43.7,61.6,0.95,0.336,1
1502.3,35.2,60.8,0.71,0.06,0
1519.7,34.5,60.0,0.72,0.09,0
1503.9,35.0,61.0,0.69,0.069,0
1510.7,35.5,58.4,0.65,0.097,0
1067.3,58.0,60.4,1.44,0.705,2
1490.0,34.7,62.9,0.7,0.142,0
1523.8,35.6,59.5,0.74,0.099,0
1516.0,35.5,58.0,0.68,0.138,0
1510.2,35.6,60.4,0.71,0.07,0
1504.9,34.4,56.7,0.71,0.112,0
1356.8,45.1,59.2,0.93,0.186,1
1438.8,43.8,55.7,1.03,0.315,1
1509.5,34.9,61.2,0.72,0.088,0
1493.8,35.4,59.3,0.75,0.043,0
1395.5,45.1,57.6,0.98,0.277,1
1475.2,34.7,58.2,0.69,0.078,0
1468.0,35.9,59.5,0.7,0.115,0
1016.4,55.8,62.1,1.3,0.661,2
1478.4,34.8,58.1,0.72,0.13,0
1381.5,46.2,58.4,0.98,0.323,1
1495.7,35.7,56.4,0.69,0.118,0
1396.2,43.7,58.4,0.86,0.221,1
1435.9,46.2,60.7,1.05,0.23,1
1499.4,35.4,67.2,0.8,0.066,0
1498.2,34.8,58.4,0.72,0.101,0
1337.7,44.3,59.8,1.06,0.26,1
1415.8,43.7,53.4,0.91,0.283,1
1524.9,35.1,63.7,0.76,0.093,0
1483.1,35.4,61.9,0.74,0.085,0
1485.9,35.8,56.7,0.75,0.133,0
1508.8,36.4,62.0,0.76,0.068,0
1116.0,60.5,56.7,1.39,0.517,2
1487.8,35.5,59.2,0.72,0.095,0
1505.9,35.3,62.8,0.68,0.126,0
1509.8,35.4,62.1,0.74,0.104,0
1011.5,63.2,63.7,1.82,0.529,2
1474.6,36.5,59.4,0.77,0.104,0
1505.8,34.6,59.5,0.71,0.096,0
1535.7,35.8,60.0,0.71,0.054,0
1514.1,35.9,65.0,0.74,0.102,0
1022.4,57.4,59.9,1.51,0.471,2
1369.5,44.6,57.7,1.0,0.33,1
1489.6,35.6,61.6,0.77,0.096,0
1483.7,35.5,62.3,0.78,0.101,0
1380.2,43.9,57.8,1.03,0.278,1
1524.7,35.9,59.1,0.72,0.092,0
820.9,56.6,57.1,1.37,0.586,2
1500.3,35.0,59.5,0.69,0.113,0
1494.3,36.1,61.1,0.72,0.078,0
1378.8,42.9,57.5,0.92,0.275,1
1502.5,35.2,58.8,0.75,0.124,0
886.0,59.1,60.4,1.44,0.553,2
1468.5,34.9,62.2,0.7,0.099,0
1472.7,35.4,57.8,0.75,0.075,0
1503.1,35.8,57.7,0.72,0.123,0
1520.5,35.2,63.9,0.78,0.108,0
1503.0,36.2,62.6,0.69,0.086,0
1376.4,44.5,58.4,0.98,0.294,1
1497.0,35.2,61.2,0.68,0.09,0
1533.4,34.2,63.6,0.7,0.083,0
1507.0,35.9,61.2,0.74,0.108,0
1515.7,34.6,61.3,0.72,0.124,0
1520.0,35.2,56.8,0.76,0.114,0
1522.8,34.4,59.0,0.68,0.108,0
1512.5,34.4,59.4,0.74,0.084,0
1525.1,36.5,57.4,0.74,0.141,0
1496.0,36.2,58.7,0.74,0.125,0
1512.2,35.3,57.4,0.73,0.061,0
1487.9,35.5,60.0,0.77,0.14,0
945.7,61.1,61.7,1.39,0.544,2
1492.1,35.9,59.1,0.73,0.074,0
1484.8,35.4,64.0,0.69,0.102,0
1529.1,35.0,58.4,0.71,0.086,0
1379.5,43.7,59.4,0.92,0.294,1
1382.4,43.9,60.2,1.01,0.261,1
1524.7,35.5,62.9,0.71,0.099,0
1497.6,34.2,60.8,0.69,0.112,0
1495.0,36.1,59.6,0.76,0.083,0
1496.3,36.2,62.5,0.76,0.075,0
1535.3,36.8,58.8,0.8,0.102,0
1479.7,35.4,61.0,0.71,0.099,0
1040.6,57.0,57.8,1.37,0.585,2
1460.4,35.7,61.3,0.72,0.116,0
1485.4,35.6,58.3,0.78,0.101,0
1043.0,55.6,60.1,1.31,0.521,2
1546.5,35.2,60.5,0.72,0.11,0
1532.0,35.6,61.1,0.74,0.1,0
1521.4,34.1,59.7,0.73,0.119,0
1480.7,34.4,61.5,0.66,0.065,0
1396.4,44.9,62.7,1.14,0.294,1
1491.2,34.9,59.7,0.72,0.134,0
1515.4,35.8,59.6,0.73,0.085,0
1480.7,35.2,60.6,0.74,0.122,0
1506.0,35.4,59.0,0.73,0.063,0
1352.5,45.2,63.4,1.08,0.244,1
1370.7,44.5,64.3,1.0,0.245,1
1372.6,43.3,54.7,1.05,0.217,1
1495.9,35.1,57.2,0.7,0.121,0
1506.2,34.7,59.8,0.68,0.092,0
1474.6,35.3,60.0,0.74,0.113,0
1502.0,35.0,60.8,0.72,0.121,0
1402.6,45.0,58.7,1.05,0.241,1
1477.1,35.8,61.6,0.75,0.089,0
1498.3,35.6,61.0,0.73,0.119,0
1506.6,34.8,60.8,0.76,0.118,0
1383.2,44.6,59.1,1.02,0.306,1
1476.5,34.6,58.8,0.69,0.112,0
1428.4,44.6,61.4,0.85,0.341,1
1521.4,35.7,63.4,0.74,0.146,0
1455.2,35.3,59.6,0.73,0.084,0
1375.2,44.6,59.4,0.95,0.208,1
1395.3,44.0,61.1,0.95,0.244,1
1479.7,35.9,59.6,0.72,0.081,0
1484.2,34.9,59.7,0.7,0.122,0
1487.8,36.0,61.4,0.75,0.097,0
1508.9,35.4,60.2,0.71,0.103,0
1367.7,43.7,58.1,1.01,0.197,1
1460.9,34.6,64.1,0.71,0.104,0
1491.8,35.0,59.0,0.69,0.062,0
954.8,56.6,61.3,1.27,0.694,2
1490.0,35.3,58.6,0.7,0.084,0
1483.6,36.0,57.4,0.75,0.089,0
1504.4,35.3,61.6,0.68,0.092,0
1384.9,44.7,60.5,0.98,0.321,1
1513.0,34.5,59.7,0.67,0.11,0
1045.7,57.2,56.2,1.33,0.608,2
1474.5,35.3,64.8,0.72,0.087,0
1512.9,35.5,61.9,0.65,0.141,0
1534.5,35.7,56.6,0.72,0.115,0
1531.6,34.7,60.9,0.71,0.103,0
1513.4,35.2,60.1,0.7,0.124,0
1405.5,43.9,55.3,0.93,0.234,1
984.0,57.0,57.7,1.36,0.568,2
1485.5,36.2,60.4,0.7,0.045,0
1426.4,43.3,60.1,0.94,0.227,1
1477.4,46.0,57.1,0.98,0.254,1
1511.4,35.4,59.8,0.7,0.069,0
1499.7,35.1,60.2,0.7,0.069,0
1550.0,35.2,61.4,0.71,0.072,0
1482.8,35.3,60.4,0.76,0.114,0
1502.1,35.9,60.7,0.69,0.096,0
1345.4,44.5,56.2,1.04,0.3,1
862.2,59.6,61.9,1.48,0.434,2
1533.9,35.3,60.9,0.78,0.103,0
1383.8,44.8,56.7,0.98,0.275,1
1503.0,36.2,57.2,0.72,0.104,0
1329.0,44.4,64.2,0.94,0.343,1
1506.3,35.7,61.2,0.71,0.098,0
1401.3,44.8,59.9,0.98,0.247,1
1512.7,34.8,57.9,0.7,0.134,0
1360.8,44.6,60.3,0.94,0.248,1
1509.4,34.2,62.2,0.72,0.08,0
1476.9,35.8,61.2,0.75,0.108,0
1526.9,36.4,61.3,0.7,0.085,0
1499.5,36.2,57.6,0.74,0.133,0
1521.2,36.3,64.3,0.74,0.107,0
1514.3,35.2,59.5,0.79,0.089,0
1520.0,35.5,58.2,0.74,0.142,0
1441.7,35.4,56.9,0.74,0.076,0
1513.6,36.1,59.4,0.75,0.075,0
1522.1,34.5,60.8,0.71,0.095,0
1533.5,35.0,60.2,0.71,0.056,0
1506.6,34.9,61.4,0.7,0.093,0
1531.9,35.8,61.2,0.74,0.084,0
1474.1,35.7,60.6,0.7,0.082,0
1489.2,35.9,59.0,0.71,0.105,0
1300.6,44.1,62.6,0.97,0.267,1
1519.1,35.0,58.9,0.74,0.096,0
1487.5,36.3,62.5,0.76,0.109,0
1389.7,43.2,59.9,0.88,0.235,1
1408.3,44.7,60.6,0.96,0.25,1
1509.3,35.2,62.8,0.76,0.11,0
1482.9,34.5,57.7,0.7,0.104,0
1532.3,34.3,59.8,0.68,0.099,0
1490.5,34.5,58.1,0.7,0.086,0
1468.1,35.3,61.4,0.7,0.113,0
1516.6,35.8,60.0,0.75,0.091,0
1494.1,35.6,59.9,0.75,0.118,0
1522.4,35.7,57.9,0.77,0.131,0
1541.4,35.5,60.7,0.68,0.124,0
1411.1,44.1,58.7,1.04,0.239,1
1465.7,35.1,58.7,0.8,0.099,0
1542.5,35.0,57.7,0.76,0.138,0
1484.3,35.5,60.4,0.71,0.072,0
1512.9,34.3,59.8,0.71,0.06,0
1471.7,35.6,57.9,0.73,0.12,0
1518.3,35.1,64.2,0.67,0.132,0
1477.7,36.0,58.9,0.73,0.104,0
1478.5,34.9,60.1,0.71,0.058,0
1501.0,34.9,61.9,0.73,0.121,0
1408.0,45.2,57.1,0.98,0.201,1
1348.5,44.0,60.5,1.04,0.256,1
1517.7,35.1,57.4,0.7,0.101,0
1364.8,44.2,58.9,1.02,0.272,1
1501.5,36.0,56.4,0.72,0.097,0
1499.8,35.8,57.2,0.7,0.104,0
1517.4,35.5,59.9,0.68,0.112,0
1376.3,43.7,60.6,0.92,0.239,1
1491.4,35.1,58.6,0.72,0.077,0
1504.3,35.8,58.0,0.72,0.097,0
1505.7,35.6,61.1,0.71,0.099,0
1465.5,36.3,62.8,0.71,0.099,0
1394.0,43.7,59.4,0.93,0.243,1
1495.5,35.4,58.6,0.75,0.102,0
1516.2,35.7,61.7,0.69,0.09,0
1416.1,44.2,61.3,0.99,0.273,1
1509.5,35.4,54.7,0.7,0.108,0
1368.1,45.0,60.7,1.01,0.166,1
1499.3,35.1,58.7,0.74,0.122,0
1504.7,35.4,61.0,0.75,0.113,0
1505.9,35.4,61.9,0.7,0.099,0
1510.0,35.1,63.9,0.67,0.097,0
1518.9,36.1,56.2,0.72,0.08,0
1382.2,43.9,59.8,0.91,0.353,1
1516.9,34.8,58.0,0.75,0.11,0
1369.1,43.7,57.6,0.89,0.28,1
1515.0,35.9,60.7,0.73,0.081,0
1409.9,43.2,60.8,1.05,0.293,1
1448.2,44.9,58.3,1.0,0.303,1
1518.0,35.5,55.1,0.75,0.09,0
1506.2,34.4,58.3,0.72,0.124,0
1408.1,44.1,61.4,0.94,0.256,1
944.7,62.0,60.9,1.58,0.614,2
1487.4,35.2,60.1,0.64,0.07,0
1517.2,34.5,62.3,0.68,0.077,0
1477.6,35.8,57.4,0.71,0.104,0
1487.5,34.7,62.4,0.68,0.096,0
1533.3,35.1,62.7,0.71,0.114,0
1495.4,35.9,59.7,0.7,0.129,0
1493.6,35.4,59.1,0.76,0.072,0
1422.5,43.7,58.6,0.95,0.234,1
1495.2,35.0,62.5,0.72,0.082,0
1504.1,36.0,60.0,0.71,0.104,0
1347.5,42.9,63.1,0.85,0.271,1
1410.2,44.1,61.4,0.97,0.286,1
1487.8,35.4,59.4,0.75,0.1,0
1495.8,35.6,63.0,0.71,0.117,0
1507.6,34.4,59.6,0.76,0.088,0
1511.4,35.0,55.1,0.75,0.093,0
1487.4,35.6,55.4,0.74,0.098,0
1508.7,34.9,57.9,0.75,0.108,0
1430.1,43.2,62.1,0.9,0.311,1
1533.8,35.2,59.4,0.77,0.124,0
1495.9,35.4,60.1,0.68,0.081,0
1505.7,36.1,60.2,0.75,0.088,0
1486.0,34.6,60.3,0.72,0.102,0
1522.9,35.9,62.2,0.7,0.131,0
1403.3,45.3,59.2,1.02,0.291,1
1513.6,35.9,59.5,0.69,0.115,0
1081.1,60.0,62.0,1.66,0.512,2
1516.5,35.4,61.4,0.75,0.09,0
1460.9,35.6,62.3,0.7,0.104,0
1525.8,35.5,60.4,0.7,0.126,0
1498.2,35.6,56.8,0.72,0.111,0
1459.0,35.4,62.8,0.73,0.129,0
1510.7,35.6,59.6,0.7,0.096,0
1443.5,43.4,60.5,0.98,0.24,1
1518.0,35.2,62.7,0.71,0.111,0
1471.4,34.3,62.9,0.68,0.068,0
1370.0,45.5,60.0,1.03,0.231,1
1478.1,35.1,63.7,0.69,0.136,0
1306.5,46.4,62.4,1.0,0.3,1
1361.1,45.9,60.0,1.09,0.357,1
1480.5,35.6,61.5,0.73,0.097,0
1317.0,44.6,61.7,1.04,0.292,1
1542.0,35.8,62.3,0.7,0.101,0
1481.8,36.6,60.9,0.77,0.11,0
1471.3,34.8,63.9,0.68,0.106,0
1481.7,35.0,59.4,0.7,0.099,0
1012.5,59.3,58.1,1.61,0.447,2
1472.5,35.5,61.3,0.73,0.06,0
1147.8,58.7,59.1,1.53,0.498,2
1474.2,34.8,60.1,0.72,0.118,0
1517.2,34.5,55.4,0.71,0.099,0
1505.3,34.4,57.7,0.76,0.1,0
1387.5,45.1,60.1,0.99,0.269,1
1489.4,35.7,61.3,0.71,0.107,0
1395.8,44.4,57.5,1.04,0.232,1
1444.2,44.3,59.5,1.0,0.329,1
1473.5,35.2,62.8,0.74,0.113,0
1411.0,43.6,58.6,0.93,0.286,1
1477.3,35.5,58.6,0.71,0.085,0
1159.8,61.3,61.1,1.56,0.531,2
1504.7,35.5,59.6,0.7,0.056,0
948.1,59.5,60.3,1.52,0.491,2
1486.1,36.0,56.6,0.75,0.089,0
1394.9,43.8,62.3,0.98,0.313,1
1451.9,34.8,61.0,0.76,0.113,0
1493.7,35.7,59.1,0.73,0.114,0
1520.1,34.9,66.1,0.69,0.123,0
1504.4,35.9,61.5,0.71,0.096,0
1536.0,34.8,58.5,0.68,0.063,0
1463.6,35.2,59.0,0.74,0.098,0
1520.8,35.3,59.8,0.68,0.11,0
1510.1,35.0,57.5,0.73,0.09,0
1483.8,34.3,59.1,0.76,0.106,0
1410.4,44.0,60.1,1.01,0.323,1
1501.7,36.0,57.5,0.74,0.091,0
1487.3,35.2,54.8,0.72,0.111,0
1490.4,35.7,58.4,0.8,0.099,0
1530.1,37.1,59.3,0.71,0.096,0
1518.8,36.7,59.7,0.73,0.139,0
1525.7,35.2,58.7,0.72,0.074,0
1527.1,35.8,63.4,0.76,0.103,0
1476.8,35.1,63.3,0.71,0.094,0
1539.1,35.9,63.4,0.7,0.079,0
1469.5,34.4,56.2,0.69,0.103,0
1532.7,35.2,59.1,0.71,0.1,0
1515.1,34.6,59.2,0.66,0.113,0
1371.3,44.5,61.0,1.0,0.251,1
1040.2,60.3,60.6,1.44,0.567,2
1137.8,56.0,59.9,1.38,0.532,2
1510.3,34.4,62.8,0.71,0.115,0
1494.8,36.5,63.5,0.71,0.122,0
1519.1,35.4,59.4,0.72,0.082,0
